author;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;underground;residential_complex
Этажи Москва;https://www.cian.ru/sale/flat/275543050/;Москва;sale;flat;2;4;1;35.2;32000000;Таганский;Верхняя Радищевская;;
Forma;https://www.cian.ru/sale/flat/281513869/;Москва;sale;flat;-1;-1;-1;202.0;21148516;Пресненский;;Белорусская;Репаблик ЖК
ASTERUS;https://www.cian.ru/sale/flat/285880927/;Москва;sale;flat;2;22;1;30.6;11284362;Покровское-Стрешнево;;Спартак;Алиа ЖК
Место;https://www.cian.ru/sale/flat/283863917/;Москва;sale;flat;5;33;1;22.1;14190000;Хорошево-Мневники;Причальный проезд;Шелепиха;Level Причальный
MR Group;https://www.cian.ru/sale/flat/284847879/;Москва;sale;flat;5;28;1;23.8;14163421;Даниловский;;Серпуховская;Павелецкая Сити ЖК
Кристина Лебедева;https://www.cian.ru/sale/flat/286488537/;Москва;sale;flat;4;4;-1;37.0;9004632;Соколиная гора;Щербаковская;Измайлово;
VOSHOD;https://www.cian.ru/sale/flat/285674298/;Москва;sale;flat;-1;-1;-1;202.0;22014720;Филевский парк;Василисы Кожиной;Филёвский парк;AHEAD
ALVO Group;https://www.cian.ru/sale/flat/284399398/;Москва;sale;flat;2;6;-1;20.0;9390000;Таганский;2-й Гончарный переулок;Таганская;
GRAVION;https://www.cian.ru/sale/flat/284824163/;Москва;sale;flat;2;9;-1;26.86;27988121;Якиманка;Ленинский проспект;Октябрьская;CULT (Апартаменты премиум-класса)
ZIP Realty;https://www.cian.ru/sale/flat/281439155/;Москва;sale;flat;2;2;-1;45.0;12888888;Преображенское;Электрозаводская;Преображенская площадь;
Группа Эталон;https://www.cian.ru/sale/flat/284037006/;Москва;sale;flat;12;19;-1;25.5;15628089;Замоскворечье;;Павелецкая;Воксхолл ЖК
ALVO Group;https://www.cian.ru/sale/flat/281874427/;Москва;sale;flat;2;6;-1;20.1;11050000;Таганский;2-й Гончарный переулок;Таганская;
ALVO Group;https://www.cian.ru/sale/flat/284955255/;Москва;sale;flat;2;22;-1;27.0;10500000;Сокольники;Сокольнический Вал;Рижская;Резиденция Сокольники
Forma;https://www.cian.ru/sale/flat/286461299/;Москва;sale;flat;-1;-1;-1;202.0;12326131;Аэропорт;Часовая;Красный Балтиец;SOUL
Этажи Москва;https://www.cian.ru/sale/flat/286333154/;Москва;sale;flat;4;7;1;31.8;6600000;;;;
ДОНСТРОЙ;https://www.cian.ru/sale/flat/286395618/;Москва;sale;flat;13;26;1;28.3;15870640;Раменки;Лобачевского;Мичуринский проспект;Событие
Этажи Москва;https://www.cian.ru/sale/flat/274921310/;Москва;sale;flat;14;41;1;29.5;12000000;Хорошево-Мневники;Шелепихинская набережная;Хорошёво;Сердце Столицы
Sminex-Интеко;https://www.cian.ru/sale/flat/281051017/;Москва;sale;flat;2;14;2;85.6;159930000;Якиманка;;Полянка;Лаврушинский ЖК
А101;https://www.cian.ru/sale/flat/285978004/;Москва;sale;flat;3;30;4;77.1;15869756;Южное Бутово;к2.4;Бунинская аллея;Южные Сады ЖК
МССЗ;https://www.cian.ru/sale/flat/258098295/;Москва;sale;flat;3;19;4;82.8;29667654;Нагатинский затон;;Коломенская;Ривер Парк ЖК
Capital Group;https://www.cian.ru/sale/flat/283844186/;Москва;sale;flat;75;85;4;232.5;189000953;Пресненский;1-й Красногвардейский проезд;Выставочная;МФК ОКО
Level Group;https://www.cian.ru/sale/flat/285874917/;Москва;sale;flat;4;69;4;75.9;19083319;Печатники;;Кожуховская;Левел Южнопортовая ЖК
ЛюксДом;https://www.cian.ru/sale/flat/281241446/;Москва;sale;flat;10;13;4;150.7;135000000;Хамовники;Усачева;Спортивная;Садовые кварталы
LaRichesse;https://www.cian.ru/sale/flat/284410586/;Москва;sale;flat;3;5;4;125.5;52000000;Тверской;Большая Дмитровка;Пушкинская;
AFI Development;https://www.cian.ru/sale/flat/285606050/;Москва;sale;flat;7;52;4;98.7;32649960;Свиблово;проезд Серебрякова;Свиблово;Afi Tower
SHOW ME;https://www.cian.ru/sale/flat/284147840/;Москва;sale;flat;8;10;4;225.0;140000000;Аэропорт;Ленинградский проспект;Динамо;ВТБ Арена парк
Инград;https://www.cian.ru/sale/flat/284859736/;Москва;sale;flat;14;30;4;93.64;26491807;Можайский;Петра Алексеева;Давыдково;КутузовGRAD II
FS PROPERTY;https://www.cian.ru/sale/flat/286114192/;Москва;sale;flat;2;5;4;229.0;522490155;Хамовники;Пречистенская набережная;Парк Культуры;Кленовый DOM
А101;https://www.cian.ru/sale/flat/279712363/;Москва;sale;flat;6;10;4;64.2;13327677;;;Улица Горчакова;Дзен-кварталы ЖК
ЦАО НЕДВИЖИМОСТЬ;https://www.cian.ru/sale/flat/280636897/;Москва;sale;flat;5;20;4;225.0;85000000;Пресненский;Большой Тишинский переулок;Краснопресненская;
Пионер;https://www.cian.ru/sale/flat/280113960/;Москва;sale;flat;3;9;4;108.6;32308500;Москворечье-Сабурово;переулок 1-й Котляковский;Варшавская;LIFE-Варшавская
Kalinka Group;https://www.cian.ru/sale/flat/269218328/;Москва;sale;flat;10;17;4;203.4;130000000;Раменки;Мосфильмовская;Минская;Воробьевы Горы
KR Properties;https://www.cian.ru/sale/flat/278843058/;Москва;sale;flat;-1;-1;-1;202.0;432176346;Мещанский;Кузнецкий Мост;Кузнецкий мост;Kuznetsky Most 12 by Lalique
NF Group - ex-Knight Frank Russia;https://www.cian.ru/sale/flat/286389933/;Москва;sale;flat;18;41;4;113.6;88875000;Хорошевский;Ленинградский проспект;ЦСКА;Прайм Парк
РГ-Девелопмент;https://www.cian.ru/sale/flat/284832250/;Москва;sale;flat;9;18;4;106.8;27725280;Головинский;Михалковская;Коптево;Михалковский
Kalinka Group;https://www.cian.ru/sale/flat/280700019/;Москва;sale;flat;3;9;4;206.5;268048500;Хамовники;Барыковский переулок;Кропоткинская;
А101;https://www.cian.ru/sale/flat/273051726/;Москва;sale;flat;5;15;4;85.2;17841535;;;Прокшино;
ID 83619206;https://www.cian.ru/sale/flat/280425871/;Москва;sale;flat;3;21;4;115.0;75900000;Раменки;Мосфильмовская;Раменки;Мосфильмовский
Level Group;https://www.cian.ru/sale/flat/286094631/;Москва;sale;flat;-1;-1;-1;202.0;62166268;Хорошево-Мневники;Причальный проезд;Шелепиха;Level Причальный
Группа Эталон;https://www.cian.ru/sale/flat/284037588/;Москва;sale;flat;8;27;5;159.2;63907015;Даниловский;;Технопарк;Шагал ЖК
ДОНСТРОЙ;https://www.cian.ru/sale/flat/286395697/;Москва;sale;flat;29;30;5;137.3;81487550;Раменки;Лобачевского;Мичуринский проспект;Событие
Optima Development;https://www.cian.ru/sale/flat/272973241/;Москва;sale;flat;20;41;5;167.8;106575359;Хорошевский;Ленинградский проспект;Аэропорт;Прайм Парк
Optima Development;https://www.cian.ru/sale/flat/272973124/;Москва;sale;flat;2;41;5;184.2;135387000;Хорошевский;Ленинградский проспект;Аэропорт;Прайм Парк
Пионер;https://www.cian.ru/sale/flat/279362273/;Москва;sale;flat;8;11;5;178.2;146115090;Даниловский;Дербеневская;Павелецкая;OPUS
Гардтекс;https://www.cian.ru/sale/flat/282397955/;Москва;sale;flat;6;9;5;178.0;231400000;Хамовники;Саввинская набережная;Киевская;SAVVIN RIVER RESIDENCE
Гардтекс;https://www.cian.ru/sale/flat/282397958/;Москва;sale;flat;6;9;5;179.0;241650000;Хамовники;Саввинская набережная;Киевская;SAVVIN RIVER RESIDENCE
Гардтекс;https://www.cian.ru/sale/flat/282397959/;Москва;sale;flat;7;9;5;178.1;249340000;Хамовники;Саввинская набережная;Киевская;SAVVIN RIVER RESIDENCE
Донстрой;https://www.cian.ru/sale/flat/285523998/;Москва;sale;flat;52;53;5;419.6;386072000;Раменки;Пырьева;Ломоносовский проспект;Дом на Мосфильмовской
Донстрой;https://www.cian.ru/sale/flat/285523997/;Москва;sale;flat;52;53;5;471.5;465622675;Раменки;Пырьева;Ломоносовский проспект;Дом на Мосфильмовской
Кварта-ПИК БРОКЕР;https://www.cian.ru/sale/flat/265942567/;Москва;sale;flat;6;16;1;36.2;8206000;Очаково-Матвеевское;Аминьевское шоссе;Мичуринский проспект;
VESPER;https://www.cian.ru/sale/flat/262519733/;Москва;sale;flat;-1;-1;-1;202.0;50024700;Пресненский;Костикова;Улица 1905 года;Lucky
Absolute Premium;https://www.cian.ru/sale/flat/285442079/;Москва;sale;flat;15;18;1;63.0;62010000;Хамовники;Лужнецкая набережная;Воробьёвы горы;Luzhniki Collection
Группа Эталон;https://www.cian.ru/sale/flat/284037865/;Москва;sale;flat;2;9;1;39.2;15428734;Даниловский;;Нагатинская;Шагал ЖК
INSIGMA;https://www.cian.ru/sale/flat/280834472/;Москва;sale;flat;5;8;1;57.0;76494000;Таганский;Большой Николоворобинский переулок;Китай-город;
Донстрой;https://www.cian.ru/sale/flat/286070533/;Москва;sale;flat;6;12;1;37.3;23021560;Хорошево-Мневники;Нижние Мневники;Терехово ;Остров
MR Group;https://www.cian.ru/sale/flat/274969520/;Москва;sale;flat;2;27;1;39.4;19812178;Даниловский;Дубининская;Серпуховская;Павелецкая сити
MR Group;https://www.cian.ru/sale/flat/272949992/;Москва;sale;flat;-1;-1;-1;202.0;16010980;Савеловский;2-я Хуторская;Дмитровская;SYMPHONY 34
Forma;https://www.cian.ru/sale/flat/281513882/;Москва;sale;flat;4;26;1;48.82;29353610;Пресненский;;Белорусская;Репаблик ЖК
Марат Даминов;https://www.cian.ru/sale/flat/286032407/;Москва;sale;flat;4;36;1;68.3;36900000;Хорошево-Мневники;Шелепихинская набережная;Шелепиха;
ID 6662362;https://www.cian.ru/sale/flat/286032785/;Москва;sale;flat;7;28;1;42.0;25000000;Филевский парк;Береговой проезд;Шелепиха;Береговой
Whitewill;https://www.cian.ru/sale/flat/285390187/;Москва;sale;flat;3;20;1;41.5;28800000;Пресненский;Мантулинская;Выставочная;City Park
Неля Гарипова;https://www.cian.ru/sale/flat/285436606/;Москва;sale;flat;10;15;1;29.0;14000000;Лефортово;Крузенштерна;Авиамоторная;Символ
MR Group;https://www.cian.ru/sale/flat/266827007/;Москва;sale;flat;-1;-1;-1;202.0;13887540;Савеловский;;Дмитровская;Симфония 34 ЖК
Логос;https://www.cian.ru/sale/flat/286009803/;Москва;sale;flat;4;13;-1;26.6;14039392;Даниловский;Подольское шоссе;Тульская;Logos
ФСК;https://www.cian.ru/sale/flat/273735009/;Москва;sale;flat;-1;-1;-1;202.0;20775020;Хорошево-Мневники;;Хорошёво;Сидней Сити ЖК
Forma;https://www.cian.ru/sale/flat/282651837/;Москва;sale;flat;-1;-1;-1;202.0;12036323;Печатники;Южнопортовая;Печатники;Portland
Группа Родина;https://www.cian.ru/sale/flat/285604908/;Москва;sale;flat;4;13;1;24.9;8815400;;;Ольховая;
Level Group;https://www.cian.ru/sale/flat/286100593/;Москва;sale;flat;24;41;1;22.8;11104743;Очаково-Матвеевское;;Мичуринский проспект;Левел Мичуринский ЖК
Э.К. Девелопмент;https://www.cian.ru/sale/flat/281306204/;Москва;sale;flat;19;25;1;22.3;11885900;Хорошевский;Маргелова;Беговая;Авиатика
Sminex-Интеко;https://www.cian.ru/sale/flat/281050945/;Москва;sale;flat;7;8;5;459.4;2033930000;Якиманка;;Третьяковская;Лаврушинский ЖК
Sminex-Интеко;https://www.cian.ru/sale/flat/284244430/;Москва;sale;flat;1;3;5;659.4;1622580000;Якиманка;Большой Толмачевский переулок;Полянка;Дом Лаврушинский
Sminex-Интеко;https://www.cian.ru/sale/flat/281686960/;Москва;sale;flat;2;6;5;176.6;302480000;Басманный;Потаповский переулок;Чистые пруды;Чистые Пруды
Сбербанк Капитал;https://www.cian.ru/sale/flat/285948087/;Москва;sale;flat;6;7;5;317.0;529085417;Якиманка;Софийская набережная;;Царев сад
Capital Group;https://www.cian.ru/sale/flat/283760091/;Москва;sale;flat;17;18;5;244.5;272826625;Дорогомилово;;Киевская;Бадаевский ЖК
Sminex-Интеко;https://www.cian.ru/sale/flat/281914894/;Москва;sale;flat;5;5;5;200.11;850920000;Тверской;;Площадь Революции;Ильинка 3/8 ЖК
А101;https://www.cian.ru/sale/flat/284409793/;Москва;sale;flat;2;23;5;187.8;34597485;Южное Бутово;к1.5;Бунинская аллея;Южные Сады ЖК
Wainbridge;https://www.cian.ru/sale/flat/284003617/;Москва;sale;flat;20;20;5;210.89;146000000;Левобережный;Ленинградское шоссе;Беломорская;Aquatoria
Группа ЛСР;https://www.cian.ru/sale/flat/275404214/;Москва;sale;flat;2;14;5;120.7;39831000;Даниловский;набережная Марка Шагала;ЗИЛ;ЗИЛАРТ
Sminex-Интеко;https://www.cian.ru/sale/flat/281050870/;Москва;sale;flat;13;14;5;417.3;2010390000;Якиманка;;Третьяковская;Лаврушинский ЖК
Valartis Group;https://www.cian.ru/sale/flat/274787999/;Москва;sale;flat;3;5;5;274.4;288120000;Арбат;Арбат;Смоленская;Artisan
ИМПЕРИАЛ;https://www.cian.ru/sale/flat/278794127/;Москва;sale;flat;3;4;1;23.5;6875000;Покровское-Стрешнево;Волоколамское шоссе;Трикотажная;
ИМПЕРИАЛ;https://www.cian.ru/sale/flat/282874399/;Москва;sale;flat;3;4;1;26.6;6890000;Мещанский;Средняя Переяславская;Рижская;
ID 89000637;https://www.cian.ru/sale/flat/286239205/;Москва;sale;flat;1;4;1;43.2;6825000;;;Ольховая;
ЕГЦН-М;https://www.cian.ru/sale/flat/281447060/;Москва;sale;flat;2;4;1;25.6;6912000;Басманный;Центросоюзный переулок;Бауманская;
Князев и Партнёры;https://www.cian.ru/sale/flat/285154772/;Москва;sale;flat;22;25;1;29.0;7200000;Митино;Митинская;Митино;Апарт-отель YE’S
МСК Недвижимость;https://www.cian.ru/sale/flat/285609530/;Москва;sale;flat;2;5;1;24.6;7616000;Хорошевский;Хорошевское шоссе;Беговая;
ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;https://www.cian.ru/sale/flat/286209247/;Москва;sale;flat;5;17;1;38.0;8199000;;;;
Свой родной дом;https://www.cian.ru/sale/flat/286188553/;Москва;sale;flat;3;12;1;31.1;8500000;Текстильщики;Грайвороновская;Текстильщики;
Свой родной дом;https://www.cian.ru/sale/flat/280498478/;Москва;sale;flat;5;5;1;31.0;8500000;Щукино;Гамалеи;Щукинская;
ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;https://www.cian.ru/sale/flat/283343099/;Москва;sale;flat;7;14;1;35.0;8500000;;;Рассказовка;
Свой родной дом;https://www.cian.ru/sale/flat/284189071/;Москва;sale;flat;10;16;1;43.2;8800000;Бирюлево Восточное;Лебедянская;Царицыно;
ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;https://www.cian.ru/sale/flat/285866983/;Москва;sale;flat;10;16;1;43.4;8800000;Бирюлево Восточное;Лебедянская;Царицыно;
Этажи Москва;https://www.cian.ru/sale/flat/279940422/;Москва;sale;flat;1;5;1;31.5;9000000;Хорошево-Мневники;проспект Маршала Жукова;Народное Ополчение;
ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;https://www.cian.ru/sale/flat/286438705/;Москва;sale;flat;5;5;1;34.3;9000000;Богородское;Миллионная;Преображенская площадь;
ИМПЕРИАЛ;https://www.cian.ru/sale/flat/282129012/;Москва;sale;flat;10;14;1;25.5;9100000;Сокол;Балтийская;Сокол;
ПИК;https://www.cian.ru/sale/flat/286290020/;Москва;sale;flat;9;26;1;34.26;9407796;Нижегородский;Перовское шоссе;Нижегородская;Перовское 2
ИМПЕРИАЛ;https://www.cian.ru/sale/flat/286601005/;Москва;sale;flat;2;14;1;41.3;9499000;Сокол;Балтийская;Сокол;
ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;https://www.cian.ru/sale/flat/284501661/;Москва;sale;flat;12;15;1;32.7;9700000;;;Коммунарка;
ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;https://www.cian.ru/sale/flat/286436264/;Москва;sale;flat;3;5;1;32.0;9650000;Богородское;Игральная;Преображенская площадь;
ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;https://www.cian.ru/sale/flat/285737751/;Москва;sale;flat;7;19;1;38.0;9700000;Северный;Дмитровское шоссе;Марк;
ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;https://www.cian.ru/sale/flat/282897073/;Москва;sale;flat;1;17;1;37.5;9850000;Северное Медведково;Полярная;Медведково;
ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;https://www.cian.ru/sale/flat/284746749/;Москва;sale;flat;14;16;1;36.4;10200000;Бибирево;Лескова;Бибирево;
Навигатор;https://www.cian.ru/sale/flat/286466536/;Москва;sale;flat;2;14;1;38.0;10500000;Чертаново Северное;Сумской проезд;Чертановская;
ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;https://www.cian.ru/sale/flat/283654815/;Москва;sale;flat;2;9;1;47.0;10450000;;;;
Свой родной дом;https://www.cian.ru/sale/flat/280454694/;Москва;sale;flat;5;15;1;34.7;10700000;Коньково;Профсоюзная;Калужская;Дом на Профсоюзной 69
Свой родной дом;https://www.cian.ru/sale/flat/285446226/;Москва;sale;flat;9;17;1;37.6;10800000;Нижегородский;Перовское шоссе;Нижегородская;
ПИК;https://www.cian.ru/sale/flat/278638306/;Москва;sale;flat;28;33;1;32.7;10784460;Нижегородский;Новохохловская;Новохохловская;Новохохловская 15
ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;https://www.cian.ru/sale/flat/286020735/;Москва;sale;flat;1;9;1;32.1;11000000;Хорошево-Мневники;Живописная;Карамышевская;
МСК Недвижимость;https://www.cian.ru/sale/flat/285922090/;Москва;sale;flat;1;14;2;81.1;19910050;Сокол;Балтийская;Сокол;
Whitewill;https://www.cian.ru/sale/flat/286618393/;Москва;sale;flat;7;21;2;61.0;22500000;Марфино;Академика Королева;Бутырская;Дом Достижение
СИТИ21;https://www.cian.ru/sale/flat/279205859/;Москва;sale;flat;15;15;2;60.2;22401066;Останкинский;проспект Мира;Алексеевская;Hill8
Estes;https://www.cian.ru/sale/flat/286448899/;Москва;sale;flat;4;41;2;48.0;22500000;Раменки;1-й Сетуньский проезд;Воробьёвы горы;Hide
Пионер;https://www.cian.ru/sale/flat/284046684/;Москва;sale;flat;13;22;2;47.2;24044954;Марьина роща;Полковая;Савёловская;PRIDE
ЕГСН Продажа;https://www.cian.ru/sale/flat/273641841/;Москва;sale;flat;10;17;2;71.6;27000000;Беговой;Ленинградский проспект;Динамо;Квартал апартаментов Искра-Парк
One Life;https://www.cian.ru/sale/flat/285835700/;Москва;sale;flat;8;24;2;44.0;27300000;Хорошевский;Хорошевское шоссе;Хорошёвская;Династия
ЕГСН Продажа;https://www.cian.ru/sale/flat/285555537/;Москва;sale;flat;5;15;2;56.6;30000000;Останкинский;проспект Мира;Алексеевская;Hill8
ЕГСН Продажа;https://www.cian.ru/sale/flat/275091789/;Москва;sale;flat;3;21;2;65.59;30000000;Даниловский;Восточная;Автозаводская;RiverSky
Contact Real Estate;https://www.cian.ru/sale/flat/284530924/;Москва;sale;flat;17;22;2;53.0;30000000;Очаково-Матвеевское;Нежинская;Минская;Городские резиденции SPIRES
Monumental Group;https://www.cian.ru/sale/flat/285742935/;Москва;sale;flat;6;6;2;64.5;31970000;Беговой;3-я Ямского Поля;Белорусская;
Этажи Москва;https://www.cian.ru/sale/flat/278932354/;Москва;sale;flat;18;18;2;68.3;32000000;Свиблово;Лазоревый проезд;Ботанический сад;LIFE-Ботанический сад
Главстрой;https://www.cian.ru/sale/flat/283360244/;Москва;sale;flat;2;26;2;78.7;32756120;Филевский парк;Береговой проезд;Фили;Береговой-2
СИТИ21;https://www.cian.ru/sale/flat/279205883/;Москва;sale;flat;15;15;2;62.8;33204411;Останкинский;проспект Мира;Алексеевская;Hill8
Estes;https://www.cian.ru/sale/flat/286080882/;Москва;sale;flat;7;25;2;76.0;33490000;Раменки;Лобачевского;Мичуринский проспект;Событие
Delight  Realty;https://www.cian.ru/sale/flat/284348437/;Москва;sale;flat;3;6;2;48.2;35700000;Пресненский;Малая Бронная;Пушкинская;
Intermark Real Estate - ранее Savills - городская недвижимость;https://www.cian.ru/sale/flat/270457453/;Москва;sale;flat;4;18;2;109.0;36500000;Ломоносовский;Архитектора Власова;Профсоюзная;Вавилово
Этажи Москва;https://www.cian.ru/sale/flat/265580265/;Москва;sale;flat;4;20;2;109.0;36500000;Ломоносовский;Архитектора Власова;Новые Черёмушки;Вавилово
Verges of estate;https://www.cian.ru/sale/flat/278658396/;Москва;sale;flat;8;31;2;80.0;37000000;Очаково-Матвеевское;Нежинская;Славянский бульвар;Кутузовская Ривьера
Monumental Group;https://www.cian.ru/sale/flat/284905630/;Москва;sale;flat;7;8;2;60.0;39900000;Басманный;Земляной Вал;Курская;
ЕГСН Продажа;https://www.cian.ru/sale/flat/280192726/;Москва;sale;flat;24;24;2;58.8;40500000;Хорошевский;Хорошевское шоссе;Полежаевская;Династия
Contact Real Estate;https://www.cian.ru/sale/flat/282948629/;Москва;sale;flat;7;21;2;65.5;42000000;Пресненский;Дружинниковская;Краснопресненская;SkyView
Verges of estate;https://www.cian.ru/sale/flat/280073291/;Москва;sale;flat;27;52;2;70.3;42000000;Раменки;Мичуринский проспект;Раменки;
GRAND ESTATE - Премиальная недвижимость;https://www.cian.ru/sale/flat/284854282/;Москва;sale;flat;8;12;2;100.0;44550000;Тверской;2-я Брестская;Маяковская;Резиденция Тверская
VESPER;https://www.cian.ru/sale/flat/272819965/;Москва;sale;flat;-1;-1;-1;202.0;170937000;Пресненский;2-я Звенигородская;Улица 1905 года;Lucky
МИЦ;https://www.cian.ru/sale/flat/286216155/;Москва;sale;flat;-1;-1;-1;202.0;4276827;;;Филатов Луг;
МИЦ;https://www.cian.ru/sale/flat/286216150/;Москва;sale;flat;-1;-1;-1;202.0;4223870;;;Филатов Луг;
МИЦ;https://www.cian.ru/sale/flat/286217361/;Москва;sale;flat;-1;-1;-1;202.0;4232414;;;Филатов Луг;
ПИК;https://www.cian.ru/sale/flat/284096070/;Москва;sale;flat;5;9;1;20.1;4876099;Южное Бутово;;Щербинка;Никольские Луга ЖК
ПИК;https://www.cian.ru/sale/flat/284075366/;Москва;sale;flat;4;33;1;19.8;5934297;Южное Медведково;;Бабушкинская;Полярная 25 ЖК
РГ-Девелопмент;https://www.cian.ru/sale/flat/286504845/;Москва;sale;flat;2;9;-1;24.2;5566000;Чертаново Южное;;Аннино;Варшавские Ворота ЖК
ПИК;https://www.cian.ru/sale/flat/284914999/;Москва;sale;flat;13;21;-1;21.7;6413652;Сокольники;Сокольнический Вал;Рижская;Сокольнический вал 1
А101;https://www.cian.ru/sale/flat/273051738/;Москва;sale;flat;5;15;1;19.4;6834293;;;Прокшино;
ПИК;https://www.cian.ru/sale/flat/286153791/;Москва;sale;flat;2;17;1;19.9;4890624;;;Щербинка;
ДСК-1;https://www.cian.ru/sale/flat/279003952/;Москва;sale;flat;-1;-1;-1;202.0;7310800;Молжаниновский;;Водники;Первый Ленинградский ЖК
Isaev Estate;https://www.cian.ru/sale/flat/286629227/;Москва;sale;flat;21;22;1;44.0;14200000;Ясенево;Ясногорская;Ясенево;
Свой родной дом;https://www.cian.ru/sale/flat/285454779/;Москва;sale;flat;5;19;1;40.0;13000000;Коньково;Введенского;Беляево;
МСК Недвижимость;https://www.cian.ru/sale/flat/285749146/;Москва;sale;flat;1;4;1;15.6;5100000;Басманный;Центросоюзный переулок;Бауманская;
ИМПЕРИАЛ;https://www.cian.ru/sale/flat/282939888/;Москва;sale;flat;1;4;1;15.6;5100000;Басманный;Центросоюзный переулок;Бауманская;
ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;https://www.cian.ru/sale/flat/282601888/;Москва;sale;flat;12;25;1;36.9;11499990;Люблино;Люблинская;Перерва;Люблинский парк
ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;https://www.cian.ru/sale/flat/285914220/;Москва;sale;flat;11;17;1;45.0;11600000;;;Коммунарка;
Азбука Жилья;https://www.cian.ru/sale/flat/284195418/;Москва;sale;flat;4;4;1;12.0;5330000;Левобережный;Ленинградское шоссе;Речной вокзал;
Самолет Плюс Москва;https://www.cian.ru/sale/flat/286435114/;Москва;sale;flat;3;14;1;22.0;6100000;;;;
МИЭЛЬ;https://www.cian.ru/sale/flat/285865725/;Москва;sale;flat;12;29;1;41.0;13499000;Очаково-Матвеевское;Аминьевское шоссе;Аминьевская;Вестердам
Century 21 Premium Property;https://www.cian.ru/sale/flat/283051342/;Москва;sale;flat;8;52;1;49.9;16100000;Раменки;проспект Генерала Дорохова;Минская;Will Towers
GIGGRAD;https://www.cian.ru/sale/flat/285073514/;Москва;sale;flat;17;49;1;38.1;15399000;Бутырский;Новодмитровская;Дмитровская;Савеловский Сити
ФСК;https://www.cian.ru/sale/flat/271319140/;Москва;sale;flat;-1;-1;-1;3.0;16852560;Хорошевский;Зорге;Зорге;Рихард
Азбука Жилья;https://www.cian.ru/sale/flat/280692346/;Москва;sale;flat;4;4;1;15.5;5320000;Левобережный;Ленинградское шоссе;Речной вокзал;
ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;https://www.cian.ru/sale/flat/284743414/;Москва;sale;flat;11;15;1;19.0;6400000;;;Коммунарка;
ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;https://www.cian.ru/sale/flat/284430928/;Москва;sale;flat;11;47;1;42.6;16800000;Обручевский;;Калужская;Архитектор ЖК
ПЕРСПЕКТИВА24-ЮГО-ЗАПАД;https://www.cian.ru/sale/flat/283026899/;Москва;sale;flat;13;23;1;47.8;13199000;Черемушки;Нахимовский проспект;Профсоюзная;Апарт-комплекс Нахимов
ЕГЦН-М;https://www.cian.ru/sale/flat/283040127/;Москва;sale;flat;1;4;1;15.6;5100000;Басманный;Центросоюзный переулок;Бауманская;
МСК Недвижимость;https://www.cian.ru/sale/flat/286484849/;Москва;sale;flat;1;2;1;17.7;5575500;Хорошевский;Хорошевское шоссе;Беговая;
Contact Real Estate;https://www.cian.ru/sale/flat/285283644/;Москва;sale;flat;5;20;2;78.0;48000000;Пресненский;Дружинниковская;Краснопресненская;SkyView
ID 6194548;https://www.cian.ru/sale/flat/286257768/;Москва;sale;flat;2;2;2;102.0;52275000;Мещанский;Гиляровского;Проспект Мира;
BARNES International Realty;https://www.cian.ru/sale/flat/278817577/;Москва;sale;flat;46;75;2;114.2;86000000;Пресненский;1-й Красногвардейский проезд;Деловой центр;Меркурий Тауэр
Monumental Group;https://www.cian.ru/sale/flat/284603241/;Москва;sale;flat;2;7;2;100.0;94000000;Арбат;Филипповский переулок;Арбатская;
Kalinka Group;https://www.cian.ru/sale/flat/283352257/;Москва;sale;flat;1;6;2;71.6;95000000;Замоскворечье;Малая Ордынка;Третьяковская;Собрание клубных домов ORDYNKA
Gethome;https://www.cian.ru/sale/flat/281500818/;Москва;sale;flat;4;12;2;129.6;159000000;Хамовники;2-я Фрунзенская;Фрунзенская;Андреевский
Навигатор;https://www.cian.ru/sale/flat/286252140/;Москва;sale;flat;11;18;2;59.0;12300000;Марьино;Перервинский бульвар;Братиславская;
ПИК;https://www.cian.ru/sale/flat/271555314/;Москва;sale;flat;9;17;2;51.1;12489657;;;Бульвар Адмирала Ушакова;
BERI;https://www.cian.ru/sale/flat/285488135/;Москва;sale;flat;9;12;2;39.2;13090000;Преображенское;2-я Пугачевская;Преображенская площадь;
Этажи Москва;https://www.cian.ru/sale/flat/285704515/;Москва;sale;flat;12;17;2;51.4;14350000;Южное Медведково;Ясный проезд;Медведково;
Навигатор;https://www.cian.ru/sale/flat/285078875/;Москва;sale;flat;3;5;2;55.0;14500000;Останкинский;Мурманский проезд;Бутырская;
